id,english,arabic,french,german,uri,description,image_uri_remote,vt,uatv
61513,expansible,قَابِلٌ لِلامْتِدَاد,extensible,erweiterbar,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61513,لفظ عام يشير إلى كل ما يمكن تكبيره وتحسينه مثل حجم الذاكرة,,False,True
61514,expert system,نِظَامٌ خَبِير,système expert,Expertensystem,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61514,برمجية منبثقة من أبحاث حول الذكاء الاصطناعي. تشمل قاعدة معرفية تتمّم على الدوام ويعبّر عنها على شكل 'أحداث' وقواعد 'إذا...إذن...' وبواسطة محرك استنباط. ويمكن للنظام الخبير أن يحسب أحداثا جديدة,,False,True
61515,export,تَصْدير,export,Export,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61515,عملية إرسال معطيات (جدول، ملف، صورة مثلا) من نظام إلى آخر، مثل عملية نقل صورة إلى نص,,False,True
61516,extension,تَوَسُّع,extension,Erweiterung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61516,زيادة محيطي جديد ( بطاقة صوت، بطاقة رسومية)، تكملة للذاكرة,,False,True
61517,extraction,اسْتِخْرَاج,extraction,Extraktion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61517,بحث يشمل جدول/ جداول (ملف/ ملفات) قاعدة معطيات ويكون مصاغا بلغة المساءلة,,False,True
61518,failure,فَشَل,défaillance,Fehler,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61518,توقف غير منتظر لبرنامج أو لنظام تشغيل أو للحاسوب نفسه,,False,True
61519,fatal error,غَلَطٌ حَاسِم,erreur fatale,schwerwiegender Fehler,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61519,تقال عن ظاهرة خطيرة حدثت أثناء تشغيل النظام تستدعي عادة إعادة تشغيل الحاسوب، أو حتى إعادة إرساء نظام التشغيل,,False,True
61520,faulty,مَعِيب,défectueux,fehlerhaft,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61520,تقال عن قرص أو جزء منه لا يمكن استعماله بقراءته أو الكتابة فيه,,False,True
61521,favorite,مُفَضَّل,favori,Favorit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61521,مجلد أو موقع على الإنترنيت يتم الولوج إليه باستمرار,,False,True
61522,favorites folder,مُجَلَّدُ مُفَضَّلات,dossier favoris,Favoritenordner,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61522,اسم مجلد يضم عناوين المواقع التي يفضلها المستعمل بحيث يمكنه الولوج إليها بسرعة,,False,True
61523,fax,نَسْخٌ عَن بُعد,fax,Fax,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61523,طريقة إرسال نص مكتوب عن طريق خط هاتفي. ويطلق أيضا على الآلة التي تسمح بذلكنَاسُوخ (المرادف العربي),,False,True
61524,feasibility study,دِراسَة جَدْوَى,étude de faisabilité,Machbarkeitsstudie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61524,دراسة تجرى مسبقا قبل تبني أو إرساء النظام لتحديد إذا ما كان تطبيقه اقتصاديا أم لا,,False,True
61525,feed,تَزْوِيد,alimentation,Zufuhr,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61525,دارة كهروبية تعمل كوجيهة بين القطاع والجهاز الكهربائي، والتي تحول التيار الكهربائي المطلق من طرف القطاع إلى تيار مكيف مع هذا الجهاز,,False,True
61526,fetch,فَتَّشَ,rechercher,abrufen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61526,توجد هذه الوظيفة في أغلب البرمجيات التطبيقية، وكذلك في جميع أنظمة التشغيل، تمكن من البحث عن كلمة داخل نص، أو عن كتلة معطيات في الذاكرة,,False,True
61527,fiber optics,ليفَة ضَوْئِيَّة,fibre optique,Glasfaser,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61527,شعرة دقيقة جدا من السيليسيوم، زجاج جدّ صاف، تنقل الإشارات في شكل موجات ضوئية تتحول عند الوصول إلى إشارات كهربائية,,False,True
61528,fiche,جُذَاذَة,fiche,Fiche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61528,بطاقة تضم معلومات موزعة بكيفية محددة وتقابلها في الحاسوب التسجيلة. ويتكون الملف من مجموعة من الجذاذات,,False,True
61529,field,حَقْل,champ,Feld,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61529,جزء محدد من تسجيلة قاعدة معطيات. الحقول من النوع نفسه تصلح دائما لتخزين المعطيات من النوع نفسه (عناوين، أسماء، أرقام الهاتف، إلخ)مَجَال (المرادف العربي),,False,True
61530,fielding,تَنْطِيق,zonage,Unterteilung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61530,عملية تقسيم الذاكرة إلى مناطق,,False,True
61531,file,جُذَاذِيَّة,fichier,Datei,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61531,مجموعة تسجيلات مترابطة في ما بينها وتكون كتلة واحدة منطقيةمِلَفّ (المرادف العربي),,False,True
61532,file attribute,مُسْنَدَات مِلَفّ,attributs de fichier,Dateiattribute,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61532,تشير إلى العديد من مميزات الملفات: طريقة الولوج، المستعملون، كلمة سرهم، تاريخ وساعة آخر ولوج، الخ,,False,True
61533,file attribute,سِمَة مِلَفّ,attributs de fichier,Dateiattribute,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61533,خاصية تعطى لملف من طرف برنامج تطبيقي أو نظام تشغيل وتشير إلى كيفية التعامل معها. ومن بين هذه السمات: أرشفة، إخفاء، قراءة فقط، محمي في الكتابة، مخفي، طريقة الولوج، المستعملون، كلمة سرهم، تاريخ وساعة آخر ولوج، إلخ,,False,True
61534,file collating,دَمْجُ الْمِلَفَّات,fusion de fichiers,Dateizusammenführung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61534,جمع مجموعة من الملفات في ملف واحد,,False,True
61535,file descriptor,وَاصِفُ المِلَفّ,descripteur de fichier,Dateideskriptor,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61535,في البرمجة الموجهة إلى المواضيع هو عبارة عن برنامج فرعي يعبر عنه بقيمة تشير إليه,,False,True
61536,file directory,مَصْنَفَةُ مِلَفَّات,répertoire de fichiers,Dateiverzeichnis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61536,ملف توضع فيه مجموعة من الملفات على سناد معطيات,,False,True
61537,file extension,امتدَاد مِلَفّ,extension de fichier,Dateierweiterung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61537,مجموعة محارف مكونة من حروف أو أعداد، تضاف بعد اسم ملف. يشير الامتداد عادة إلى نوع الملف.,,False,True
61538,file extent,حَجْمُ مِلَفّ,taille d'un fichier,Dateibereich,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61538,عدد المحارف التي يضمها الملف,,False,True
61539,file maintenance,صِيَانَة مِلَفّ,maintenance de fichier,Dateipflege,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61539,مجموع العمليات التي يمكن القيام بها من أجل بقاء الملف كاملا، شكلا ومضمونا,,False,True
61540,file management,تَدْبِيرُ مِلَفّ,gestion de fichier,Dateiverwaltung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61540,عمليات النسخ والتنقيل وتغيير الاسم، إلخ، من شأنها أن تمكن من الولوج السريع إلى المصنفات وأنظمة الترتيب,,False,True
61541,file manager,مُدَبِّرُ مِلَفّ,gestionnaire de fichier,Dateimanagement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61541,برنامج يقوم بمختلف عمليات النسخ والتنقيل وتغيير الاسم، إلخ. كما يمكّن من الولوج السريع إلى المصنفات وأنظمة الترتيب,,False,True
61542,file name,اسْم المِلَفّ,nom de fichier,Dateiname,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61542,مجموعة حروف وأعداد ورموز تمكّن المستعمل من التعرف على ملف ضمن مصنفة ما,,False,True
61543,file protection,حِمَايَةُ مِلَفّ,protection de fichier,Dateischutz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61543,إجراء يمنع القراءة والكتابة أو الكتابة فقط في ملف,,False,True
61544,file recovery utility,نَفْعِيَّةُ اسْتِرْدَادِ المِلَفَّات,utilitaire de récupération de fichiers,Dateiwiederherstellungs-Dienstprogramm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61544,أداة تمكن من استرجاع الصيغة الأخيرة من ملف بعد ضياعه أو وقوع تشوه فيه,,False,True
61545,file sharing,تَشَارُكٌ فِي مِلَفّ,partage de fichiers,Dateifreigabe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61545,جعل ملف مشترك بين عدة مستعملين أو عدة برامج,,False,True
61546,file structure,بِنْيَةُ مِلَفّ,structure de fichier,Dateistruktur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61546,طريقة تنظيم  المعطيات في الملف,,False,True
61547,file transfer,نَقْلُ مِلَفّ,transfert de fichier,Dateiübertragung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61547,زيح داخلي لملف من مصنفة ( و/أو قرص) إلى مصنفة أخرى (و/ أو قرص آخر)، أو زيح خارجي لملف من حاسوب إلى حاسوب آخر,,False,True
61548,file transfer protocol (FTP),بُرُوتُوكُول نَقْلِ المِلَفَّات,protocole de transfert de fichiers,File Transfer-Protokoll (FTP),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61548,أحد أكثر البروتوكولات شيوعاً، يستخدم لنقل الملفات من حاسوب إلى آخر عبر إنترنيت,,False,True
61549,filter,مِرْشَحَة,filtre,Filter,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61549,في نظام تدبير قاعدات المعطيات: تحديد شروط اختيار العناصر. في نقل الملفات من حاسوب إلى آخر أو من تطبيق إلى آخر: برنامج يحذف أو يعدل بعض الشفرات الزائدة أو الخاطئة. في أنظمة التشغيل: برنامج يقرأ المعطيات انطلاقا من دخلة معيارية ليرسلها بعد المعالجة,,False,True
61550,firewall,وَاقِيَّةٌ من النَّار,pare-feu,Firewall,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61550,آلة أو برنامج يوضع بين الإنترنيت وشبكة خاصة وذلك من أجل تقوية سلامة هذه الأخيرة,,False,True
61551,firmware,بَرْنَامَج مَصنَعيّ,firmware,Firmware,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61551,اسم يعطى للبرمجيات التى وضعها الصانع على الذاكرة الميتة توجد، تقريبا، على كل مستويات الحاسوب والأجهزة التابعة له,,False,True
61552,fixed disk,قُرْصٌ ثَابِت,disque fixe,Festplatte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61552,قرص صلب لا يمكن نقله مبدئيا من حاسوب إلى آخر,,False,True
61553,flashing,وَمِيض,clignotement,Blinken,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61553,رسيلة ضوئية لجهاز ما ( مادّيّة كالإشارة الصوتية 'بيب') تدل عادة على وضع غير عادي,,False,True
61554,flat scanner,مِفْرَاسٌ مُنْبَسِط,scanner à plat,Flachbettscanner,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61554,يشتغل نظريا مثل آلة الاستنساخ بمعنى أن مصدر الضوء وملتقطاته توجد في حركة سطح شفاف يتحمل النموذج,,False,True
61555,flexible,مَرِن,souple,flexibel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61555,تقال عن القريص كما يمكن أن تقال عن أي نظام أو برنامج قابل للتعديل والتحوير بسهولة,,False,True
