term_id,term,term_url,ar,de,en,es,fr,it,ja,no,pl,pt,ru,zh
426-09-17,pressurization system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-17,نظام الانضغاط,"Überdrucksystem, n",pressurization system,"sistema de presurización, m","système de pressurisation, m",sistema di sovrapressione,加圧システム,trykksettingssystem,"system utrzymywania nadciśnienia, m",sistema de pressurização,система установления избыточного давления,正压保护系统
426-09-18,protective gas supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-18,التزويد بغاز حماية,"Zündschutzgasversorgung, f",protective gas supply,"suministro de gas protector, msuministro de gas de protección, m","alimentation en gaz de protection, f",alimentazione del gas di protezione,保護ガス供給装置,beskyttelsesgassforsyning,"zasilanie gazem ochronnym, n",alimentação de gás protetor,источник защитного газа,保护气体供给装置
426-09-19,static pressurization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-19,انضغاط ساكن,"statische Überdruckkapselung, f",static pressurization,"presurización estática, f","surpression interne statique, f",pressurizzazione statica,加圧密封,statisk overtrykk,"statyczne utrzymywanie nadciśnienia, n",pressurização estática,статическое избыточное давление,静态正压保护
426-09-20,"Level of Protection ""pxb""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-20,"مستوى الحماية ""pxb""","Schutzniveau ""pxb"", n","Level of Protection ""pxb""","Nivel de protección ""pxb"", m","Niveau de Protection ""pxb"", m","livello di protezione ""pxb""","保護レベル""pxb""",type px trykksetjing,"poziom zabezpieczenia ""pxb"", m","nível de proteção ""pxb""","уровень взрывозащиты ""pxb""",“pxb”保护等级
426-09-21,"Level of Protection ""pyb""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-21,"مستوى الحماية ""pyb""","Schutzniveau ""pyb"", n","Level of Protection ""pyb""","Nivel de protección ""pyb"", m","Niveau de Protection ""pyb"", m","livello di protezione ""pyb""","保護レベル""pyb""",type py trykksetjing,"poziom zabezpieczenia ""pyb"", m","nível de proteção ""pyb""","уровень взрывозащиты ""pyb""",“pyb”保护等级
426-09-22,"Level of Protection ""pzc""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-22,"مستوى الحماية ""pzc""","Schutzniveau ""pzc"", n","Level of Protection ""pzc""","Nivel de protección ""pzc"", m","Niveau de Protection ""pzc"", m","livello di protezione ""pzb""","保護レベル""pzc""",type pz trykksetjing,"poziom zabezpieczenia ""pzc"", m","nível de proteção ""pzc""","уровень взрывозащиты ""pzc""",“pzc”保护等级
426-09-23,"Type of Protection ""pD""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-09-23,"مستوى الحماية ""pD""","Zündschutzart ""pD"", f","Type of Protection ""pD""","Nivel de protección ""pD"", m","Mode de Protection ""pD"", m","modo di protezione ""pD""","粉塵内圧防爆方式""pD""","Beskyttelsestype ""pD""","rodzaj zabezpieczenia ""pD"", m","tipo de proteção ""pD""","защита от воспламенения пыли вида ""pD""",防爆型式“pD”
426-10-01,"oil immersion ""o""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-10-01,"درجة غمر الزيت ""o""","Ölkapselung ""o"", f","oil immersion ""o""","inmersión en aceite ""o"", m","immersion dans l'huile ""o"", f",immersione in olio “o”,"油入防爆構造""o ""","oljenedsenking ""o""","osłona olejowa ""o"", f","imersão em óleo ""o""","прогружение в масло ""о""заполнение маслом ""о""",油浸型“o”
426-10-02,protective liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-10-02,سائل حماية,"Schutzflüssigkeit, f",protective liquid,"líquido protector, m","liquide de protection, m",liquido di protezione,保護液体,vernande væske,"ciecz ochronna, f",líquido de proteção,защитная жидкость,保护液体
426-10-03,sealed equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-10-03,معدة محكمة,"abgedichtetes Gerät, n",sealed equipment,"equipo sellado, m","matériel hermétique, m",apparecchiatura sigillata,密閉機器,forsegla apparat,"urządzenie szczelne, n",equipamento estanque,герметичное оборудование,密封设备
426-10-04,non-sealed equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-10-04,معدة غير محكمة,"nichtabgedichtes Gerät, n",non-sealed equipment,"equipo no sellado, m","matériel non hermétique, m",apparecchiatura non sigillata,非密閉機器,ikkje-forsegla apparat,"urządzenie nieszczelne, n",equipamento não-estanque,негерметичное оборудование,非密封设备
426-10-05,maximum permissible protective liquid level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-10-05,اقصى مستوى لسائل حماية مسموح بها,"höchster zulässiger Schutzflüssigkeitspegel, m",maximum permissible protective liquid level,"nivel máximo permitido de líquido protector, m","niveau maximal permis du liquide de protection, m",massimo livello permissibile del liquido di protezione,許容最高保護液体レベル,maksimalt tillate nivå av vernande væske,"maksymalny dopuszczalny poziom cieczy ochronnej, m",nível de líquido de proteção máximo admissível,максимальный допустимый уровень защитной жидкости,最高允许保护液位
426-10-06,minimum permissible protective liquid level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-10-06,اقل مستوى لسائل حماية مسموح بها,"niedrigster zulässiger Schutzflüssigkeitspegel, m",minimum permissible protective liquid level,"nivel mínimo permitido del liquido protector, m","niveau minimal permis du liquide de protection, m",minimo livello permissibile del liquido di protezione,許容最低保護液体レベル,minimalt tillate nivå av vernande væske,"minimalny dopuszczalny poziom cieczy ochronnej, m",nível de líquido de proteção mínimo admissível,минимальный допустимый уровень защитной жидкости,最低允许保护液位
426-11-01,intrinsically safe circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-01,دائرة مأمونة الاستعمال,"eigensicherer Stromkreis, m",intrinsically safe circuit,"circuito de seguridad intrínseca, m","circuit de sécurité intrinsèque, m",circuito a sicurezza intrinseca,本安回路,eigensikker krins,"obwód iskrobezpieczny, m",circuito de segurança intrínseca,искробезопасная цепь,本质安全电路
426-11-02,intrinsically safe apparatus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-02,جهاز مأمون الاستعمال,"eigensicheres Betriebsmittel, n",intrinsically safe apparatus,"aparato de seguridad intrínseca, m","matériel à sécurité intrinsèque, m",costruzione a sicurezza intrinseca,本安機器,eigensikkert elektrisk apparat,"urządzenie iskrobezpieczne, n",aparelho de segurança intrínseca,искробезопасное устройство,本质安全设备
426-11-03,associated apparatus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-03,جهاز كهربائى مرافق,"zugehöriges Betriebsmittel, n",associated apparatus,"aparato asociado, m","matériel électrique associé, m",costruzione associata,本安関連機器,tilhøyrande elektrisk apparat,"urządzenie stowarzyszone, nurządzenie towarzyszące, n",aparelho associado,вспомогательное оборудование,关联设备
426-11-09,simple apparatus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-09,جهاز كهربائى بسيط,"einfaches Betriebsmittel, n",simple apparatus,"material simple, m","matériel simple, m",costruzione semplice,単純機器,enkelt utstyr,"urządzenie proste, n",aparelho simples,простое электрооборудование,简单设备
426-11-10,diode safety barrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-10,تركيبات صمامات ثنائية محمية,"Sicherheitsbarriere mit Dioden, f",diode safety barrier,"barrera de seguridad de diodos, f","barrière de sécurité à diodes, f",barriera di sicurezza a diodi,ダイオード形安全保持器,diode sikkerhetsbarriere,"diodowa bariera ochronna, f",barreira de segurança de díodos,диодный барьер безопасности,二极管安全栅
426-11-11,"spark test apparatus, <intrinsically safe circuits>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-11,"جهاز اختبار الشرارة فى الدائرة, دوائر مأمونة الاستعمال","Funkenprüfgerät, <eigensichere Stromkreise> n","spark test apparatus, <intrinsically safe circuits>","explosor de ensayo, m","éclateur pour l'essai, <circuits de sécurité intrinsèque> m","apparecchiatura di prova per scintille, <circuiti intrinsecamente sicuri>","火花試験装置, <本質的安全回路>",gnistprøveapparat,"iskiernik, <obwody iskrobezpieczne> m","aparelho de ensaio de faísca, <circuitos de segurança intrínseca>",искрообразующий механизм,"火花试验装置, <本质安全电路的 >"
426-11-12,"fault, <intrinsic safety ""i"">",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-12,"خطأ, درجة امان الاستعمال""i""","Fehlzustand, <Eigensicherheit ""i""> m","fault, <intrinsic safety ""i"">","defecto, mfallo, m","défaut, <sécurité intrinsèque ""i""> f","guasto, <sicurezza intrinseca ""i"">","故障, <本質安全""i"">",feil,"uszkodzenie, <iskrobezpieczeństwo ""i"">n","defeito não tido em conta, <segurança intrínseca ""i"">",повреждениенеисправность,"故障, <本质安全型“i”>"
426-11-15,maximum external capacitance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-15,اقصى سعة خارجية,"maximale äußere Kapazität, f",maximum external capacitance,"capacidad externa máxima, f","capacité externe maximale, f",massima capacità esterna,本安回路許容静電容量,maksimal ekstern kapasitans,"maksymalna pojemność zewnętrzna, f",capacidade externa máximacapacitância externa máxima,максимальная внешняя емкость,最大外部电容
426-11-16,maximum external inductance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-16,اقصى محاثة خارجية,"maximale äußere Induktivität, f",maximum external inductance,"inductancia externa máxima, f","inductance externe maximale, f",massima induttanza esterna,本安回路許容インダクタンス,maksimal ekstern induktans,"maksymalna indukcyjność zewnętrzna, f",indutância externa máximaindutividade externa máxima,максимальная внешняя индуктивность,最大外部电感
426-11-17,maximum input current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-17,اقصى تيار دخل,"maximaler Eingangsstrom, m",maximum input current,"corriente máxima de entrada, f","courant d'entrée maximal, m",massima corrente d’ingresso,本安回路許容電流,maksimal inngangsstraum,"maksymalny prąd wejściowy, m",corrente de entrada máxima,максимальный входной ток,最大输入电流
426-11-18,maximum input power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-11-18,اقصى قدرة دخل,"maximale Eingangsleistung, f",maximum input power,"potencia máxima de entrada, f","puissance d'entrée maximale, f",massima potenza d’ingresso,本安回路許容電力,maksimal inngangseffekt,"maksymalna moc wejściowa, f",potência de entrada máxima,максимальная входная мощность,最大输入功率
