term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sr,sv,zh
411-39-17,banding insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-17,عزل التحزيم,"Wickelkopf-Bandagenisolierung, f",banding insulation,aislamiento de zunchada,vanteen eristys,"isolation de frettage, f",isolamento del bandaggio,バインド下絶縁,밴딩 절연,izolacja pod bandażem,isolação de cintagem,bandažna izolacija (glave navitja),изолација испод повеза,bandageisolering,端箍绝缘
411-39-18,winding overhang support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-18,حامل الأطراف المعلقة للملفحامل رأس الوشيعة,"Wickelkopfabstützung, f",winding overhang support,soporte de cabeza de bobina,vyyhdenpäiden tuki,"support de tête de bobine, m",sostegni delle testate,巻線端部支え,권선 단부 지지,podzwojnik,suporte de cabeça de bobina,opora glave navitja,држач главе намотаја,lindningsstöd,绕组端部支架
411-39-19,winding overhang support insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-19,عزل حامل الأطراف المعلقة للملف,"Wickelkopfabstützungs-Isolierung, f",winding overhang support insulation,aislamiento de cabeza de bobina,vyyhdenpäiden tuen eristys,"isolation de tête de bobine, f",isolamento dei sostegni delle testate,巻線端部支え絶縁,권선 단부 지지 절연,izolacja podzwojnika,isolação de cabeça de bobina,izolacija opore glave navitja,изолација држача главе намотаја,lindningsstödsisolering,绕组端部支架绝缘
411-39-20,field spool,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-20,بكرة ملف المجال,"Spulenkasten, m",field spool,armadura de bobina de campo,napakäämin tukirunko,"armature de bobine de champ, f",sostegno della bobina di campo,界磁巻線巻枠,계자 권패,szkielet cewki,suporte de bobina de camposuporte de bobina polar,tuljavnik (vzbujalnega navitja),носач полног намотаја,spolhylsa,磁场线圈框架
411-39-21,field spool insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-21,عزل بكرة ملف المجال,"Spulenkastenisolierung, f",field spool insulation,aislamiento de armadura de bobina (de campo),napakäämin tukirungon eristys,"isolation d'armature de bobine (de champ), f",isolamento del sostegno della bobina (di campo),界磁巻線内周絶縁,계자 권패 절연,izolacja szkieletu cewki,isolação de suporte de bobina polarisolação de suporte de bobina de campo,izolacija tuljavnika (vzbujalnega navitja),изолација носача полног намотаја,spolhylsisolering,磁场线圈框架绝缘
411-39-22,pole body insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-22,عزل جسم القطب,"Polschaftisolierung, f",pole body insulation,aislamiento de cuerpo polar,napasydämen eristysnapavarren eristys,"isolation de noyau polaire, f",isolamento del nucleo polare,磁極絶縁,자극 절연,izolacja pieńka bieguna,isolação de núcleo polar,polova izolacija,изолација полног језгра,polkärneisolering,极身绝缘
411-39-23,field coil flange,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-23,شفة ملف المجال,"Polspulen-Isolierrahmen, m",field coil flange,marco de bobina de campo,napakaulus,"cadre de bobine de champ, m",telaio isolante della bobina di campo,界磁コイル絶縁フランジ,자계 코일 플랜지,izolacja cewki,(colar de) isolação de bobina polar(colar de) isolação de bobina de campo,stranica tuljavnika (vzbujalnega navitja),изолациони оквир (полног навоја),spolkrage,磁场线圈的凸缘绝缘
411-39-24,up-shaft insulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-24,عزل تجويف عمود الدوران,"Isolierung der Wellenbohrung, f",up-shaft insulationbore-hole lead insulation  (US),aislamiento en el eje,akselirei´än eristys,"isolation dans l'arbre, f",isolamento nel foro d'albero,軸貫通リード絶縁,상축절연중공축절연,izolacja wydrążenia wału,isolação em furos no veio,izolacija izvrtine gredi,изолација водова кроз вратило,axelhålsisolering,轴孔引线绝缘
411-39-25,insulation system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-25,,"Isoliersystem, n",insulation system,sistema de aislamiento,eristysjärjestelmä,"système d'isolation, m",sistema di isolamento,絶縁システム,절연 계통,układ izolacyjny,sistema de isolação,,изолациони систем,,绝缘结构
411-39-26,candidate insulation system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-26,,"Erprobungs-Isoliersystem, n",candidate insulation system,sistema de aislamiento candidato,koe-eristysjärjestelmä,"système d'isolation prototype, m",sistema di isolamento prototipo,開発絶縁システム,후보 절연 계통,układ izolacyjny prototypowy,sistema de isolação protótipo,,потенцијални изолациони систем,,待评绝缘结构
411-39-27,reference insulation system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-39-27,,"Bezugs-Isoliersystem, nReferenz-Isoliersystem, n",reference insulation system,sistema de aislamiento de referencia,referenssieristysjärjestelmä,"système d'isolation de référence, m",sistema di isolamento di riferimento,基準絶縁システム,기본 절연 계통,układ izolacyjny odniesienia,sistema de isolação de referência,,референтни изолациони систем,,基准绝缘结构
411-40-01,core,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-01,قلبنواة,"Kern, m",core,núcleo,magneettisydän,"noyau, m",nucleo (pacco),鉄心,철심코어동체,rdzeń,núcleo,jedrovzbujalni pol,(магнетско) језгро,magnetkärna,铁心
411-40-02,laminated core,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-02,قلب رقائقيقلب صفائحي,"Blechpaket, n",laminated core,núcleo laminado,levysydän,"noyau feuilleté, m",pacco laminato,積層鉄心,적층 철심,rdzeń blachowany,núcleo laminado,lamelirano jedro,пакет лимоваламелирано језгро,plåtkärna,叠片铁心
411-40-03,core end plate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-03,لوحة نهاية القلب,"Endplatte, fPressplatte, f",core end plate,placa de extremidad de núcleo,puristuslevy,"plaque d'extrémité de noyau, f",flangia pressapacco,鉄心端板,철심 단부,płyta dociskowa rdzenia płytka krańcowa rdzenia,placa de extremidade (do núcleo),končna plošča,завршна плоча језгра,tryckring,铁心端板
411-40-04,field pole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-04,قطب المجال,"Feldpol, mErregerpol, m",field pole,pieza polar,napa,"pièce polaire, f",polo,界磁極,계자극,biegun,pólo,pol,пол,pol,磁极
411-40-05,non-salient pole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-05,قطب غير بارز,"Vollpol, m",non-salient pole,polo liso,umpinapa,"pôle lisse, m",polo liscio,非突極,비돌극,biegun utajony,pólo liso,neizraženi pol,неистакнути пол,icke utpräglad pol,隐极
411-40-06,salient pole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-06,قطب  بارز,"Schenkelpol, m",salient pole,polo saliente,avonapa,"pôle saillant, m",polo saliente,突極,돌극,biegun wydatny,pólo saliente,izraženi pol,истакнути пол,utpräglad pol,凸极
411-40-07,pole body,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-07,جسم القطب,"Polschaft, m",pole body,cuerpo polar,napavarsinapasydän,"noyau polaire, m",nucleo polare,磁極胴部,자극 몸체,pieniek bieguna,núcleo polar,polovo jedrojedro pola,полно језгро,polkärna,极身
411-40-08,pole shoe,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-08,حداء القطب,"Polschuh, m",pole shoe,zapata polar,napakenkä,"épanouissement polaire, m",espansione (o scarpa) polare,磁極片,자극편,nabiegunnik,expansão polar,polov čeveljčevelj pola,полни наставак,polplatta,极靴
411-40-09,pole tips,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-09,أطراف القطب,"Polhörner, n, pl",pole tips,cuernos polares,napakengän kärjet,"cornes polaires, f pl",corna polari,磁極端,자극단,krańce nabiegunnika,extremidades polares,polova robova,крајеви полног наставка,polspets,极尖
411-40-10,pole face,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-10,وجه القطب,"Polfläche, f",pole face,cara polar,napapinta,"face polaire, f",superficie dell'espansione polare,磁極面,자극면,powierzchnia nabiegunnika czynna powierzchnia nabiegunnika,face polar,polovo licelice pola,лице пола,polyta,极面
411-40-11,pole face bevel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-11,ميل وجه القطب,"Polflächenabschrägung, f",pole face bevel,bisel recto de cara polar,napapinnan viiste,"biseau droit de face polaire, m",rastremazione polare,磁極面の傾斜部分,자극면 경사,ścięcie powierzchni nabiegunnika,bisel plano de face polar,posneto polovo lice,укошени део лица пола,polplattsfasning,削角极面
411-40-12,pole face shaping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-12,تشكيل وجه القطب,"Polflächenaufweitung, f",pole face shaping,bisel perfilado de cara polar,napapinnan muotoiltu osa,"biseau profilé de face polaire, m",sagomatura dell'espansione polare,磁極面の整形部分,자극면 정형 부분,część wyprofilowana powierzchni nabiegunnika,bisel curvo de face polar,oblikovano posneto polovo lice,обликовани део лица пола,polplattsprofil,异形极面
411-40-13,pole end plate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-13,لوح نهاية القطب,"Polendplatte, fPolpressplatte, f",pole end plate,placa de extremidad de polo,navan puristuslevy,"plaque d'extrémité d'un pôle, f",piastra polare,磁極端板,자극단 판,płyta dociskowa bieguna płytka krańcowa bieguna,placa de extremidade (de um pólo),polova končna plošča,завршна полна плоча,pressplatta,磁极端板
411-40-14,yoke,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-14,مقرن,"Joch, n",yoke,culata,magneettikehäselkä,"culasse, f",giogo,継鉄,계철요크,jarzmo,culassaculatra,jarem,јарам,magnetring,磁轭
411-40-15,frame yoke,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-15,مقرن اطاري للعضو الثابت,"Jochgestell, nPolgestell, n",frame yoke,culata de estátor,staattorin napakehä,"culasse stator, f",giogo statorico,磁気枠,프레임 계철,jarzmo magneśnicy nieruchomej,coroa (do estator),statorski jarem,јарам статора са истакнутим половима,statorring,机座磁轭
411-40-16,rotor yoke,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-16,مقرن العضو الدوار,"Läuferjoch, n",rotor yokehub,culata de rotor,roottorin napakehä,"culasse rotor, f",giogo rotorico,ローターリム,회전자 계철,jarzmo magneśnicy wirującej,jante polar (do rotor),rotorski jarem,јарам ротора са истакнутим половимаглавчина,rotorring,转子磁轭
411-40-17,air-gap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-17,فجوة هوائية,"Luftspalt, m",air-gap,entrehierro,ilmaväli,"entrefer, m",traferro,ギャップ,공극,szczelina powietrzna szczelina,entreferro,zračna reža,ваздушни зазормеђугвожђе,luftgap,气隙
411-40-18,main air-gap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-18,فجوة هوائية رئيسة,"Hauptluftspalt, m",main air-gap,entrehierro principal,minimi-ilmaväli,"entrefer principal, m",traferro principale,主極ギャップ,주 공극,szczelina głównagrubość minimalna szczeliny,entreferro principal,glavna zračna reža,главни ваздушни зазорглавно међугвожђе,minsta luftgap,主气隙
411-40-19,slot,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-19,شقمجرى,"Nut, f",slot,ranura,ura,"encoche, f",cava,スロット,홈슬롯,żłobek,ranhuracava,utor,жлеб,spår,槽
411-40-20,tooth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-20,سن,"Zahn, m",tooth,diente,hammas,"dent, f",dente,歯,치,ząb,dente,zob,зуб,tand,齿
411-40-21,tooth support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-21,دعامة السن,"Druckfingerplatte, f",tooth support,placa de aprieto,sormilevy,"peigne de serrage, m",dita pressapacco,歯端板,치 단판,palec dociskowy,suporte de dentededo de pressão,pritisni prstipodpora zob,стезни прст зуба,tryckfinger,齿压板
411-40-22,duct spacer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-40-22,موزع الهواءمباعد مجرى التهوية,"Distanzsteg, m",duct spacer,separador de ventilador,ilmasolakisko,"entretoise de ventilation, f",distanziatori dei canali di ventilazione,ダクト片,덕트 편,rozporka odstępnik,espaçador para ventilação,ventilacijska razpora,расхладни каналодстојник,kanalmellanlägg,通风槽片
411-41-01,brush,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-41-01,فرشاة,"Bürste, f",brush,escobilla,harja,"balai, m",spazzola,ブラシ,브러시,szczotka,escova,ščetka,четкица,elborste,电刷
