term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
713-06-25,"orthogonal co-channel, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-06-25,قنوات مشتركة  تعامدية,ortogonální společný kanál,"orthogonaler Gleichkanal..., in Zusammensetzungen","orthogonal co-channel, adjorthogonal co-frequency , adj",cocanal ortogonal,ortogonaalinen samakanava-,"cocanal orthogonal, adjcofréquence orthogonal , adj",co-canale ortogonale (aggettivo) co-frequenza ortogonale (aggettivo),"直交同一チャネル, 形容詞直交同一周波数, 形容詞",직교 동일 채널직교 동일 주파수,częstotliwość ortogonalna wspólnokanałowa,cocanal ortogonal (adjectivo),,正交同频率的正交同信道的
713-06-26,channel spacing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-06-26,تباعد القنوات,odstup kanálů,"Kanalabstand, m",channel spacing,espacio entre canales,kanavaväli,"espacement entre canaux, m",passo di canalizzazione,チャネル間隔,채널 간격,odległość międzykanałowa,espaçamento entre canais,kanalavstånd,信道间隔
713-06-27,"offset, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-06-27,أزاحة (صفة),posunutýofsetový,"versetzt, Adjektiv...versatz, m, in Zusammensetzungen","offset, adj",desplazado en frecuencia (adjetivo),siirrettytaajuussiirretty,"décalé, adj",offset(aggettivo),"オフセット, 形容詞",오프셋편차,offset przesunięty kanał przesunięta częstotliwość,decalado (adjectivo),frekvensförskjuten,偏置的
713-06-28,"interleaved, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-06-28,بيني (صفة),mezilehlýproložený,"verschachtelt, Adjektiv","interleaved, adj",intercalado,lomitettutaajuuslomitettu,"intercalé, adj",interallacciato (aggettivo),"インタリーブ, 形容詞",인터리브끼워넣기,wpleciony (kanał),intercalado (adjectivo),interfolierad,内插的
713-06-29,"alternated polarization, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-06-29,استقتطاب متناوب,střídavě polarizovanýstřídavý,"versetzt polarisiert, Adjektiv","alternated polarization, adjalternated, adj",polarización alternada,vuorottaispolarisoitu,"à polarisation alternée, adjalterné , adj",alternato (aggettivo)polarizzazione alternata (aggettivo),"オルタネート偏波, 形容詞オルタネート, 形容詞",교번 편파,polaryzacja ortogonalna,de polarização alternada (adjectivo)alternado (adjectivo),alternerad,交替极化的交替的
713-06-30,frequency re-use,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-06-30,إعادة استخدام التردد,opětné využití kmitočtu,"Frequenzwiederverwendung, f",frequency re-use,reutilización de frecuencia,taajuuden uudelleenkäyttö,"réutilisation de fréquence, f",ri-uso di frequenza,周波数再利用,주파수 재사용,wykorzystanie wielokrotne częstotliwości,reutilização de frequência,frekvensåteranvändning,频率再用
713-07-01,spread spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-01,تضمين بتمديد الطيف,modulace s rozprostřeným spektrem,"Spektrumspreizmodulation, f",spread spectrum modulation,modulación de espectro ensanchado,hajaspektrimodulaatio,"modulation à spectre étalé, fmodulation à étalement du spectre, f",modulazione a spettro espanso,スペクトル拡散変調,확산 스펙트럼 변조,modulacja z rozproszonym widmem,modulação de espectro espraiado,bandspridningsmodulering,扩频调制
713-07-02,direct sequence spread spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-02,تضمين بتمديد الطيف بالتتابع المباشر,modulace s rozprostřením spektra přímou posloupností,"PN-Spektrumspreizmodulation, f",direct sequence spread spectrum modulation,modulación de espectro ensanchado de secuencia directa,suorahajotusmodulaatio,"modulation à spectre étalé à séquence directe, f",modulazione a spettro espanso a modulazione diretta di codice,直接シーケンススペクトル拡散変調直接スペクトル拡散変調,직접 순차 확산 스펙트럼 변조디에스에스에스 변조,modulacja z rozproszonym widmem o sekwencji bezpośredniej,modulação de espectro espraiado por sequência directa,bandspridningsmodulering med direktsekvens,直接序列扩频调制
713-07-03,frequency-hopping spread-spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-03,تعديل انتشار الطيف بقفز الترددتضمين بتمديدالطيف بقفز التردد,modulace s rozprostřením spektra kmitočtovými skoky,"Frequenzsprung-Spektrumspreizmodulation, f",frequency-hopping spread-spectrum modulation,modulación de espectro ensanchado de saltos de frecuencia,hyppytaajuusmodulaatio,"modulation à spectre étalé à sauts de fréquence, f",modulazione a spettro espanso a salti di frequenza,周波数ホッピングスペクトル拡散変調,주파수 도약 확산 스펙트럼 변조에프에이치에스에스 변조,"modulacja z rozproszonym widmem skokowo-częstotliwościowa, f",modulação de espectro espraiado por saltos de frequência,bandspridningsmodulering med frekvenshopp,跳频扩频调制
713-07-04,chip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-04,رقيقة,čip,"Chip, m",chip,segmento (chip),hajautuskoodialkio,"bribe, f",chip,チップ,칩,element sekwencji pseudolosowej,fragmento,,码片
713-07-05,energy dispersal technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-05,تقنية تشتت الطاقة,metoda rozptylu energie,"Energiespreiztechnik, fEnergieverwischung, f",energy dispersal technique,técnica de dispersión de energía,energian hajautus,"dispersion d'énergie, f",tecnica di dispersione d'energia,エネルギー拡散技術,에너지 확산 기술,rozpraszanie energii,dispersão de energia,energidispersion,能量扩散技术
713-07-06,chirp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-06,سبر,cvrlikáníchirp,"lineare Frequenzmodulation, f",chirp,portadora pulsada en saltos de frecuencia (chirp),viserrys,"porteuse pulsée à fréquence glissante, f",chirp,チャープ,처프,regularne impulsy częstotliwości nośnej,portadora pulsatória de frequência deslizante,,线性调频脉冲
713-07-07,linked companding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-07,إنضغاط وانبساط مترابط,spojená komprese a expanze,"verbundene Kompandierung, f",linked companding,compresión y expansión acopladas,linkitetty kompandointi,"compression et expansion couplées, f",compressione ed espansione accoppiate,リンクトコンパンディング,연계 압신,kompresja i ekspansja kompanteryzacja,compressão e expansão acopladas,länkstyrd kompansion,链接压扩
713-07-08,linked compressor and expander,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-08,ضاغط موصول ومُمدِّد,spojený kompresor a expander,"verbundener Kompander, m",linked compressor and expander,compresor y expansor acoplados,linkitetty kompanderi,"compresseur-expanseur couplés, mcompresseur et expanseur asservis, m",compressore ed espansore accoppiati,リンク圧縮・伸張器,연계 압축기와 확장기,kompandor,compressor-expansor acoplados,länkad kompander,链接的压扩器
713-07-09,lincompex,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-09,ضاغط-ممدد مرتبط بتعديل التردد,linkompex,"Lincompex, m",lincompex,lincoplexor,lincompex,"lincompex, m",lincompex,リンコンペックス,린콤팩스,kompandor analogowy,lincompex,,链路压扩器
713-07-10,syncompex,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-10,ضاغط - ممدد متزامن,synkompex,"Syncompex, m",syncompex,sincoplexor,syncompex,"syncompex, m",syncompex,シンコンペックス,신컴팩스,kompandor cyfrowy,sincompex,,同步压扩
713-07-11,burst transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-11,إرسال تتابعى,přenos sledem impulzů,"Burstübertragung, fBündelübertragung, f",burst transmission,transmisión por ráfagas,purskelähetys,"transmission par salves, ftransmission par rafales, f",trasmissione burst,バースト伝送,버스트 전송,"transmisja w porcjach danych, ftransmisja w burstach, f",transmissão por rajadas,skuröverföring,突发式传输
713-07-12,digital modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-12,تضمين رقمي,digitální modulace,"digitale Modulation, f",digital modulation,modulación digital,digitaalinen modulaatio,"modulation numérique, f",modulazione numerica,ディジタル変調,디지털 변조,modulacja cyfrowa,modulação digitalmodulação numérica,digital modulering,数字调制
713-07-13,n-state amplitude phase shift keying,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-13,مفاتيح ازاحة طور الاتساع متعدد الحالات,n-stavové klíčování amplitudovým a fázovým posuvemn-APSK,"n-äre Amplituden-Phasenumtastung, fn-APSK, Abkürzung",n-state amplitude phase shift keyingn-APSK  (abbreviation),MDAF-n (abreviatura)modulación por desplazamiento de amplitud y fase de n estados,n-tilainen amplitudi- ja vaiheensiirtomodulaatio,"modulation par déplacement d'amplitude et de phase à n états, fMDAP-n  (abréviation) f",modulazione di ampiezza e di fase a n-stati n-APSK (acronimo),"n-偏差分位相シフトキーイングn-APSK, （略語）",n-상태 진폭 위상 편이 방식n-에이피에스케이,przesuw n-poziomowy amplitudy i fazy,modulação por deslocação de amplitude e de fase de n estados,n-när amplitudfasskiftsmodulering,n状态幅度相移键控
713-07-14,n-state quadrature amplitude modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-14,تضمين اتساع تربيعي متعدد الحالات,n-stavová kvadraturní amplitudová modulacen-QAM,"n-äre Quadratur-Amplitudenmodulation, fn-QAM",n-state quadrature amplitude modulationn-QAM  (abbreviation),MAC-n (abreviatura)modulación de amplitud en cuadratura de n estados,n-tilainen kvadratuurinen amplitudimodulaatio,"modulation d'amplitude en quadrature à n états, fMAQ-n  (abréviation) f",n-QAM (acronimo)modulazione di ampiezza in quadratura a n-stati,"n-値直交振幅変調n-QAM, （略語）",n-상태 직교 진폭 변조n-퀌,modulacja n-poziomowa kwadraturowa amplitudowa,modulação de amplitude em quadratura de n estados,n-när kvadraturamplitudmodulering,n状态正交幅度调制n-QAM
713-07-15,signal constellation (in digital modulation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-15,كوكبة اشارات (في التضمين الرقمي),"konstelace signálu, <v digitální modulaci>","Zustandsdiagramm, <bei digitaler Modulation> n",signal constellation (in digital modulation),constelación de la señal (en modulación digital),tilakuvio,constellation (en modulation numérique) f,costellazione (in modulazione digitale),"符号配置, <ディジタル変調における>","신호 성좌, <디지털 변조>",konstelacja sygnału (przy modulacji cyfrowej),constelação (em modulação digital),signalkonstellation,"信号星座, <数字调制中>"
713-07-16,digital offset modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-16,تضمين الازاحة الرقمي,digitální ofsetová modulace,"digitale Offsetmodulation, fdigitale Versatzmodulation, f",digital offset modulationdigital staggered modulation,modulación digital retardada,digitaalinen offset-modulaatio,"modulation numérique décalée, f",modulazione numerica scalata (offset) modulazione numerica staggered,ディジタルオフセット変調ディジタルスタガ変調,디지털 오프셋 변조디지털 엇갈림 변조,modulacja cyfrowa z przesunięciem,modulação digital decalada,,数字参差调制
713-07-17,simple (digital) modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-17,تضمين (رقمي) بسيط,jednoduchá (digitální) modulace,"einfache digitale Modulation, feinfache Modulation, f",simple (digital) modulation,modulación digital simple,vähätilainen modulaatiovähätilainen digitaalinen modulaatio,"modulation (numérique) simple, f",modulazione numerica semplice,単純ディジタル変調単純変調,단순 디지털 변조,modulacja cyfrowa prosta modulacja prosta,modulação (digital) simples,,简单数字调制
713-07-18,multi-level modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-18,تضمين متعدد المستويات,víceúrovňová modulace,"mehrstufige Modulation, f",multi-level modulation,modulación multinivel,monitilainen modulaatio,"modulation multiniveau, f",modulazione multilivello,多重レベル変調,다치 변조,modulacja wielopoziomowa,modulação multi-nível,,多电平调制
713-07-19,multi-state modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-07-19,تضمين متعدد الحالات,vícestavová modulace,"mehrstufige Quadratur-Amplitudenmodulation, f",multi-state modulation,modulación de multiestado,monitilainen kvadratuuri-amplitudimodulaatio,"modulation multiétat, f",modulazione multi-stato,多値変調,다상태 변조,modulacja wielostanowa,modulação multi-estado,,多状态调制
