term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,zh
351-47-22,storage-programmable logic control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-22,تحكم في التخزين المبرمج المنطقي,logická řídicí jednotka s programovatelnou pamětí,"speicherprogrammierbare Steuerung, f",storage-programmable logic control,"control lógico de programa almacenado, m",ohjelmoitava logiikka,"automate programmable à mémoire, m",controllore logico programmabile a memoria,記憶プログラマブル論理制御,기억프로그램 논리제어,sterowanie logiczne z pamięcią programowalną,controlador lógico programável com memória,可存储-可编程逻辑控制器
351-47-23,non-clocked control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-23,تحكم لا زمنىتحكم حـر,nesynchronní řízení,"asynchrone Steuerung, f",non-clocked control,"control sin reloj, m",tahdistamaton ohjaus,"commande non cadencée, f",controllo non cadenzato,非クロック制御,비클럭 제어,sterowanie bez sygnału zegarowego,controlo sem relógio,非时钟控制
351-47-24,clocked control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-24,تحكم زمني,synchronní řízení,"synchrone Steuerung, f",clocked control,"control con reloj, m",tahdistettu ohjaus,"commande cadencée, f",controllo cadenzato,クロック制御,클력 제어시계 제어,sterowanie synchronizowane impulsami zegarowymi,controlo com relógio,时钟控制
351-47-25,cascade control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-25,تحكم متتالي,kaskádní řízení,"Kaskadenregelung, f",cascade control,"control en cascada, m",sarjasäätökaskadisäätö,"régulation en cascade, f",controllo in cascata,カスケード制御,종속 제어캐스케이드 제어,regulacja kaskadowa,controlo em cascata,串级控制
351-47-26,secondary control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-26,تحكم ثانويتحكم فرعى,sekundární řízenípodřízené řízení,"unterlagerte Regelung, f",secondary controlsubsidiary control,"control secundario, mcontrol esclavo, m",toisiosäätöapusäätö,"régulation secondaire, f",controllo secondario,二次制御,이차 제어,regulacja podrzędnaregulacja podporządkowana,controlo secundário,辅助控制
351-47-27,ratio control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-27,تحكم نسبى,poměrové řízení,"Verhältnisregelung, f",ratio control,"control de proporción, m",suhdesäätö,"régulation de rapport, f",controllo di rapporto,比制御,비율 제어,regulacja ilorazowasterowanie proporcjonalne,controlo de relação,比值控制
351-47-28,state-feedback control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-28,تحكم في حالة التغذية المرتدة,stavové zpětnovazební řízení,"Regelung mit Zustandsrückführung, f",state-feedback control,"control por realimentación del estado, m",tilasäätö,"régulation à rétroaction d'état, f",controllo a retroazione di stato,状態フィードバック制御,상태 피드백 제어,regulacja według zmiennych stanu,controlo de retroação de estado,状态反馈控制
351-47-29,output-feedback control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-29,التحكم فى التغذية المرتدة للخرج,výstupní zpětnovazební řízení,"Regelung mit Ausgangsrückführung, f",output-feedback control,"control por realimentación de la salida, m",lähtösuureen takaisinkytkentään perustuva säätö,"régulation à rétroaction de sortie, f",controllo a retroazione di uscita,出力フィードバック制御,출력 피드백 제어,regulacja według wielkości wyjściowychregulacja ze sprzężeniem od wyjścia,controlo por realimentação da saída,输出反馈控制
351-47-30,distributed feedback control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-30,التحكم في التغذية المرتدة الموزعة,řízení s distribuovanou zpětnou vazbou,"Regelung mit verteilten Rückführungen, f",distributed feedback control,"control por realimentación múltiple, m",hajautettu säätö,"régulation à réaction distribuée, f",controllo a retroazione distribuito,分布形フィードバック制御,분산 피드백 제어분산 되먹임 제어,regulacja ze sprzężeniem od wielu zmiennych,controlo de retroação distribuída,分布反馈控制
351-47-31,observer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-31,مراقب,pozorovatel,"Beobachter, m",observer,"observador, m",tarkkailija,"observateur, m",osservatore,オブザーバ,관측기,obserwator,observador,观测器
351-47-32,observer-based control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-32,تحكم قائم على المراقبة,řízení založené na pozorovateli,"Regelung mit Beobachter, f",observer-based control,"control basado en observador, m",tarkkailijaan perustuva säätö,"régulation basée sur l'observation, f",controllo basato sull’osservatore,オブザーバベース制御,관측기 기반 제어,regulacja z obserwatorem,controlo baseado em observadores,基于观测器的控制
351-47-33,model-based control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-33,تحكم قائم على نموذج,modelové řízení,"modellgestützte Regelung, f",model-based control,"control basado en modelo, m",malliin perustuva säätömallipohjainen säätö,"régulation basée sur un modèle, f",controllo basato su un modello,モデルベース制御,모델 기반 제어,regulacja z modelem,controlo baseado num modelo,基于模型的控制
351-47-34,modal control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-34,تحكم مشروط,modální řízení,"modale Regelung, f",modal control,"control modal, m",ominaisarvosäätö,"régulation modale, f",controllo modale,モーダル制御,모달 제어,regulacja modalna,controlo modal,模态控制
351-47-35,multivariable control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-35,تحكم متعدد المتغيرات,řízení s více proměnnými,"Mehrgrößenregelung, f",multivariable control,"control multivariable, m",monimuuttujasäätö,"régulation multivariable, f",controllo multivariabile,多変数制御,다변수 제어,sterowanie wielowymiarowe,controlo multivariável,多变量控制
351-47-36,integrity of a multiloop control system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-36,سلامة نظام تحكم متعدد الحلقات,integrita vícesmyčkového řídicího systému,"Integrität eines mehrschleifigen Regelungssystems, f",integrity of a multiloop control system,"integridad de un sistema de control multibucle, f",monipiirisen säätöjärjestelmän eheys,"intégrité d’un système de régulation multiboucle, f",integrità di un sistema di controllo multianello,多重ループ制御システムの完全性,다중 루프 제어시스템 안전성,nienaruszalność wieloobwodowego układu regulacjinienaruszalność wieloobwodowego układu sterowania,integridade do sistema de controlo multi-anel,多回路控制系统的完整性
351-47-37,decoupling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-37,فصلفصل الاقتران,zrušení vazby,"Entkopplung, f",decoupling,"desacoplamiento, m",irtikytkentä,"découplage, m",disaccoppiamento,分離,분리디커플링분할,odsprzężenie,desacoplamento,解耦
351-47-38,centralized control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-38,تحكم مركزي,centralizované řízení,"zentrale Regelung, f",centralized control,"control centralizado, m",keskitetty säätötoiminnallisesti keskitetty säätö,"régulation centralisée, f",controllo centralizzato,集中制御,중앙 제어집중 제어,regulacja scentralizowanasterowanie scentralizowane,controlo centralizado,集中控制
351-47-39,decentralized control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-39,تحكم لا مركزي,decentralizované řízení,"dezentrale Regelung, f",decentralized control,"control descentralizado, m",hajautettu säätötoiminnallisesti hajautettu säätö,"régulation décentralisée, f",controllo decentralizzato,分散制御,분산 제어비집중형 제어,regulacja zdecentralizowanasterowanie zdecentralizowane,controlo descentralizado,分散控制
351-47-40,hierarchical control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-40,تحكم هرمى,hierarchické řízení,"hierarchische Regelung, f",hierarchical control,"control jerárquico, m",hierarkkinen säätö,"régulation hiérarchique, f",controllo gerarchico,階層制御,계층 제어,regulacja hierarchicznasterowanie hierarchiczne,controlo hierárquico,递阶控制
351-47-41,optimal control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-41,التحكم الأمثل,optimální řízení,"optimale Regelung, f",optimal control,"control óptimo, m",optimisäätö,"régulation optimale, f",controllo ottimale,最適制御,최적 제어,regulacja optymalna,controlo ótimo,最优控制
351-47-42,adaptive control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-42,تحكم متوائم,adaptivní řízení,"adaptive Regelung, f",adaptive control,"control adaptativo, m",adaptiivinen säätömukautuva säätö,"régulation adaptative, f",controllo adattativo,適応制御,적응 제어,regulacja adaptacyjna,controlo adaptativo,自适应控制
351-47-43,parameter identification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-43,تعريف عوامل النظام,identifikace parametrů,"Parameteridentifizierung, f",parameter identification,"identificación paramétrica, f",parametrien yksilöinti,"identification des paramètres, f",identificazione dei parametri,パラメタ同定,매개 변수 식별,identyfikacja parametrów,identificação de parâmetros,参数辨识
351-47-44,parameter sensitivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-44,حساسية عوامل النظام,citlivost parametrů,"Parameterempfindlichkeit, f",parameter sensitivity,"sensibilidad paramétrica, f",parametriherkkyys,"sensibilité des paramètres, f",sensibilità ai parametri,パラメタ感度,매개 변수 감도,wrażliwość na zmianę parametrów,sensibilidade de parâmetros,参数灵敏度
351-47-45,robust control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-45,تحكم قوى,robustní řízení,"robuste Regelung, f",robust control,"control robusto, m",vankka säätörobusti säätö,"régulation robuste, f",controllo robusto,ロバスト制御,강건 제어로버스트 제어,regulacja odporna,controlo robusto,鲁棒控制
351-47-46,disturbance estimation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-46,تقدير التشويش,odhad rušení,"Störbeobachtung, f",disturbance estimation,"estimación de las perturbaciones, f",häiriön arviointi,"estimation des perturbations, f",stima dei disturbi,外乱推定,외란 추정,estymacja zakłóceń,estimação de perturbações,扰动估计
351-47-47,prediction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-47,تنبؤ,predikceprognóza,"Vorhersage, f",prediction,"predicción, f",ennakointi,"prédiction, f",predizione,予測,예측,predykcjaprzewidywanie,predição,预测
351-47-48,limiting control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-48,تحكم محدد,mezní řízení,"Begrenzungsregelung, f",limiting control,"control por limitación, m",rajoittava säätö,"régulation de limitation, f",controllo di limitazione,制限制御,제한 제어,regulacja z ograniczeniem,controlo de limitação,极限控制
351-47-49,alternative control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-47-49,تحكم بديل,alternativní řízení,"Ablöseregelung, f",alternative control,"control selectivo, m",vaihtoehtoinen säätö,"régulation en mode alternatif, f",controllo alternativo,代替制御,대안 제어,regulacja alternatywna,controlo em modo alternado,交替控制
